app,view,panel,classification,text,"app_version",disabled
"SPL-331","Combine dbinspect and REST api data for buckets","addinfo,append,dbinspect,meta,rest",Indexes,"The dbinspect API doesn't return consistent information about the size of buckets.","| dbinspect index=*
| foreach *
    [eval dbinspect_FIELD = 'FIELD']
| table dbinspect_*
| append    [
	| rest splunk_server_group=dmc_group_cluster_master ""/services/cluster/master/buckets""
	| foreach *
	    [eval rest_api_FIELD = 'FIELD']
| table rest_api_*    ]
| eval bucketId=if(isNull(rest_api_title),dbinspect_bucketId,rest_api_title)
| stats values(*) as * by bucketId
| foreach rest_api_peers.*.*    [eval rest_api_<<MATCHSEG2>>=""""]
| foreach rest_api_peers.*.*    [eval rest_api_<<MATCHSEG2>>=if (""<<MATCHSEG1>>""=dbinspect_bucketId,'FIELD','<<MATCHSEG2>>')]
| fields - rest_api_peers.*",0
"SPL-332","Returns information about index buckets","audit,buckets,dbinspect",Miscellaneous,"Returns information about the the Splunk index that you specify","| dbinspect index=_internal span=1d",0
"SPL-333","Create a field whose name is the value of another field",field,Internal,,"| eval {aName}=aValue",0
"SPL-334","Count number of events of Splunk processes","events,splunkd",Internal,,"| eventcount index=_internal",0
"SPL-335","Search to show Raw Data Size, Size of Data on the Disk, and Compression Ratio overall","disk,indexes,pwn",Internal,,"| eventcount summarize=false index=* | dedup index | fields index
| map maxsearches=100 search=""|dbinspect index=\""$index$\""| fields rawSize, sizeOnDiskMB, eventCount | table rawSize, sizeOnDiskMB, eventCount""
| stats sum(rawSize) AS rawTotal, sum(sizeOnDiskMB) AS diskTotalinMB, sum(eventCount) AS Total_Events
| eval rawTotalinMB=(rawTotal / 1024 / 1024)
| eval compression=(diskTotalinMB / rawTotalinMB * 100)
| eval Compression_Ratio=tostring(round((100 - compression),2)) + ""%""
| eval Raw_Total_MB=tostring(round(rawTotalinMB,2),""commas"")
| eval OnDisk_Total_MB=tostring(round(diskTotalinMB,4),""commas"")
| eval Total_Events=tostring(Total_Events,""commas"")
| table Total_Events, Raw_Total_MB, OnDisk_Total_MB, Compression_Ratio",0
"SPL-336","Indexes an event counts within an app",events,Internal,,"| eventcount summarize=false index=* | dedup index | fields index count",0
"SPL-338","How to move a field through time for prediction purposes","learning,machine,predictive,streamstats",SPL,"Align a future value with the features in the past based on some time delta (Time to Decision, Time to Action) for machine learning or predictive analytics in general.","| inputlookup SOMECSV
| reverse
| streamstats window=1 current=f first(RemoteAccess) as RemoteAccessFromFuture
| reverse
| ...",0
"SPL-339","Create a Normal Curve","bin,eval,makeresults,stats",Analytics,,"| makeresults count=50000
| eval r = random() / (pow(2,31)-1)
| eval r2 = random() / (pow(2,31)-1)
| eval normal = sqrt(-2 * ln(r)) * cos(2 * pi() * r2)
| bin normal span=0.1
| stats count by normal
| makecontinuous normal",0
"SPL-340","Metadata Searches",meta,Internal,,"| metadata index=* type=sources",0
"SPL-341","Find out what hosts (or sources or sourcetypes) have sent data to Splunk","hosts,splunkd",Internal,,"| metadata type=hosts",0
"SPL-342","Convert ctime(*Time) to make the epoch time readable",epoch,SPL,"","| metadata type=hosts
 | convert ctime(*Time)",0
"SPL-343","Find Future Time Descrepencies by Host",predict,SPL,,"| metadata type=hosts index=*
| where lastTime > now()
| eval secondsInFuture=lastTime-now()
| eval hrInFuture=round(secondsInFuture/3600,1)
| sort -secondsInFuture
| table host secondsInFuture hrInFuture",0
"SPL-344","What hosts (not forwarder/TCP inputs) have logged an event to Splunk in the last 10 minutes","hosts,nodata",Internal,"Including rangemap","| metadata type=hosts index=INDEX
| eval diff=now()-recentTime
| where diff < 600
| convert ctime(*Time)
| stats count
| rangemap field=count low=800-2000 elevated=100-799 high=50-99 server=0-49",0
"SPL-345","Hosts within an index Index meta data","host,hosts,index,internal,meta",Internal,,"| metadata type=hosts index=_internal",0
"SPL-346","List of Host Names without Fully Qualified Domain Names","dns,pwn,security",OS,,"| metadata type=hosts | rex field=host ""(?<shortHost>[^.]+)$"" | rex field=host ""(?<shortHost>[^.]+)\.""
| dedup shortHost
| table shortHost",0
"SPL-347","Sourcetypes within an index","index,sourcetype",Internal,,"| metadata type=sourcetypes index=""INDEX""",0
"SPL-348","Data feed status delay by over 30 minutes","audit,forwarder",Internal,,"| metadata type=sourcetypes index=*
| search
    [| inputlookup sta_all_sourcetypes.csv
    | fields sourcetype ]
| sort - totalCount
| eval Delay=now()-recentTime
| rangemap default=severe field=Delay low=0-1800
| convert ctime(recentTime) AS ""Last Indexed""
| table range, sourcetype, ""Last Indexed"", Delay, totalCount
| eval Delay=tostring(Delay,""duration"")
| eval totalCount=tostring(totalCount, ""commas"")
| rename totalCount AS Events, range AS Status sourcetype AS Sourcetype
| sort + ""Last Indexed""
| where Status=""severe"" AND NOT match(Sourcetype, ""-(\d+|too_small)$"")",0
"SPL-349","Return the values of sourcetypes for events in the non internal indexes",sourcetype,SPL,"","| metadata type=sourcetypes index=* NOT _internal",0
"SPL-350","Return the values of sourcetypes for events in the _internal index",sourcetype,Internal,"Return the values of ""sourcetypes"" for events in the ""_internal"" index.","| metadata type=sourcetypes index=_internal",0
"SPL-351","REST Call for Memory & CPU usage on Splunk Servers",rest,"Resource_Usage",,"| rest  /services/server/status/resource-usage/hostwide
| eval cpu_count = if(isnull(cpu_count), ""N/A"", cpu_count)
| eval cpu_usage = cpu_system_pct + cpu_user_pct | eval mem_used_pct = round(mem_used / mem * 100 , 2)
| eval mem_used = round(mem_used, 0) | eval mem = round(mem, 0) |eval mem=tostring(mem, ""commas"")
| eval mem_used=tostring(mem_used, ""commas"")
| fields splunk_server, cpu_count, cpu_usage, mem, mem_used, mem_used_pct
| sort - cpu_usage, -mem_used
| rename splunk_server AS Instance, cpu_count AS ""CPU Cores"", cpu_usage AS ""CPU Usage (%)"", mem AS ""Physical Memory Capacity (MB)"", mem_used AS ""Physical Memory Usage (MB)"", mem_used_pct AS ""Physical Memory Usage (%)""",0
"SPL-352","List of fired alerts in Splunk","alerts,pwn,rest",Alerting,"","| rest /services/alerts/fired_alerts splunk_server=local
| table eai:acl.owner eai:acl.app id title triggered_alert_count",0
"SPL-353","Show all currently logged in users","pwn,rest,users",Internal,,"| rest /services/authentication/current-context
| search NOT username=”splunk-system-user”
| table username roles updated",0
"SPL-354","Permissions for splunk usersAnother view for which splunk user can do what in your splunk environment","permissions,pwn,splunkd,rest",RBAC,"Permissions for splunk users
Another view for which splunk user can do what in your splunk environment","| rest /services/authentication/users
| mvexpand roles
| table realname, title, roles, email
| join roles [ rest /services/authorization/roles
| rename title as roles
| search srchIndexesAllowed=*
| table roles srchIndexesAllowed]",0
"SPL-355","Look for a specific index ","indexes,rest",Internal,,"| rest /services/data/indexes
| stats sum(totalEventCount) as Events dc(splunk_server) as NumServers by title",0
"SPL-356","List of Props.conf Extractions","props,pwn,rest",Internal,,"| rest /services/data/props/extractions
| table title type value attribute",0
"SPL-357","List of extractions in transforms.conf","rest,transforms",Internal,,"| rest /services/data/transforms/extractions
| table title eai:appName REGEX FORMAT updated",0
"SPL-358","REST Call for a list of Lookup Files","lookup,lookups,rest",Internal,,"| rest /services/data/transforms/lookups
| table eai:acl.app eai:appName filename title fields_list updated id",0
"SPL-359","Detect Clock Skew","utils,rest",Security,"Detect Clock Skew. If delta is anything other than about 00:00:01 (which is easy to account for when processing a lot of indexers), you may have clock skew.","| rest /services/server/info
| eval updated_t=round(strptime(updated, ""%Y-%m-%dT%H:%M:%S%z""))
| eval delta_t=now()-updated_t
| eval delta=tostring(abs(delta_t), ""duration"")
| table serverName, updated, updated_t, delta, delta_t",0
"SPL-360","REST Call for Splunk Server Role Status","pwn,role,server,status,rest",Infrastructure,"","| rest /services/server/introspection | table title splunk_server status updated",0
"SPL-361","Splunk Objects With Permissions Granted to Non-existent Roles","objects,permissions,pwn,rest",RBAC,"","| rest /servicesNS/-/-/admin/directory count=0 splunk_server=local
 | fields eai:acl.app, eai:acl.owner, eai:acl.perms.*, eai:acl.sharing, eai:location, title
 | eval perms=mvappend('eai:acl.perms.read','eai:acl.perms.write')
 | fields - eai:acl.perms.*
 | mvexpand perms
 | where perms!=""*"" AND NOT
 [
 | rest /servicesNS/-/-/authorization/roles count=0 splunk_server=local
 | fields title
 | rename title as perms
 ]",0
"SPL-362","Clears browser cache","dev,rest","Indexer_Cluster","You can use these other commands as well:
1. | rest /servicesNS/-/-/configs/conf-props/_reload
2. | extract reload=t","| rest /servicesNS/-/-/admin/monitor/_reload(splunkURL)/en-us/debug/refresh


",0
"SPL-364","Percentage of Daily License Usage","license,rest",Licensing,"This Splunk search query will indicate the percentage of license used for the current day. This is already shown in the licensing tab under settings, however this query is extracted if you would want to use it within a dashboard or any other reason.","| rest splunk_server=* /services/licenser/pools
| rename title AS Pool
| search [rest splunk_server=* /services/licenser/groups
| search is_active=1
| eval stack_id=stack_ids
| fields stack_id]
| eval quota=if(isnull(effective_quota),quota,effective_quota)
| eval ""% used""=round(used_bytes/quota*100,2)
| fields ""% used""",0
"SPL-365","Hard Disk Usage and Information on Splunk Server","disk,rest,splunkd","Resource_Usage","The following Splunk Query will utilize a “| REST” call to gather information related to disk usage on your Splunk server(s). The following has been modified from the “Distributed Management Console” to be more generic for a copy, paste, and search example.","| rest splunk_server=* /services/server/status/partitions-space
| eval free = if(isnotnull(available), available, free)
| eval usage = round((capacity - free) / 1024, 2) | eval capacity = round(capacity / 1024, 2)
| eval compare_usage = usage."" / "".capacity | eval pct_usage = round(usage / capacity * 100, 2)
| stats first(fs_type) as fs_type first(compare_usage) as compare_usage first(pct_usage) as pct_usage by mount_point, splunk_server
| rename mount_point as ""Mount Point"", fs_type as ""File System Type"", compare_usage as ""Disk Usage (GB)"", capacity as ""Capacity (GB)"", pct_usage as ""Disk Usage (%)"" splunk_server as ""Splunk Server""
| sort - ""Splunk Server""",0
"SPL-366","Memory Usage and Information on Splunk Server","mem,rest","Resource_Usage",,"| rest splunk_server=* /services/server/status/resource-usage/hostwide
| stats first(normalized_load_avg_1min) as load_average first(cpu_system_pct) as system, first(cpu_user_pct) as user first(mem) AS mem first(mem_used) AS mem_used by splunk_server
| fields splunk_server mem mem_used
| eval pctmemused=round((mem_used/mem)*100).""%""
| table splunk_server pctmemused
| rename splunk_server as ""Splunk Server"" pctmemused as ""Percent of Memory Used""",0
"SPL-368","Address unnecessarily frequent scheduled searches and overall unnecessary searches","audit,searches,rest",Search,"","| rest splunk_server=* /servicesNS/-/-/admin/savedsearch/ earliest_time=-0s@s latest_time=+2d@d search=""is_scheduled=1"" search=""disabled=0""
| table splunk_server eai:acl.app eai:acl.owner cron_schedule title scheduled_times
| mvexpand scheduled_times
| rename scheduled_times as _time eai:acl.app as app eai:acl.owner as user title as search
| stats count(search) as count by search cron_schedule app
| sort 20 -count",0
"SPL-369","Search to show what apps are ready to be updated","app,rest",Infrastructure,,"| rest splunk_server=local /services/apps/local
| search update.version=* | table title version update.version",0
"SPL-370","Splunk License Gauge","license,rest",Licensing,,"| rest splunk_server=local /services/licenser/pools
| rename title AS Pool
| search [rest splunk_server=local /services/licenser/groups
| search is_active=1
| eval stack_id=stack_ids
| fields stack_id]
| join type=outer stack_id [rest splunk_server=local /services/licenser/stacks | eval stack_id=title
| eval stack_quota=quota | fields stack_id stack_quota]
| stats sum(used_bytes) as used max(stack_quota) as total
| eval usedGB=round(used/1024/1024/1024,3)
| eval totalGB=round(total/1024/1024/1024,3)
| eval gauge_base=0
| eval gauge_danger=totalGB*0.8
| eval gauge_top=totalGB+0.001
| gauge usedGB gauge_base gauge_danger totalGB gauge_top",0
"SPL-371","Get information on all indexes","_internal,rest","Indexer_Cluster",,"| rest splunk_server=local /servicesNS/-/-/configs/conf-indexes
| rename eai:appName as app eai:acl.sharing as sharing
| table app sharing author title homePath coldPath thawedPath frozenTimePeriodInSecs maxDataSize maxHotBuckets maxTotalDataSizeMB
| foreach * [eval FIELD = if(len(FIELD)>0, 'FIELD', ""-"")]
| join app type=left [| rest splunk_server=local /servicesNS/-/-/apps/local
| rename title as app label as app_label
| table app app_label]
| eval app_label = if(isnotnull(app_label), app_label, app)",0
"SPL-372","Dashboards that have not been viewed in over 21 days or are orphaned","audit,dashboard,rest",Dashboards,,"| rest splunk_server=local /servicesNS/-/-/data/ui/views
| stats count values(eai:acl.sharing) values(eai:acl.owner) AS owner by title, eai:acl.app
| rename eai:acl.app AS app
| eval last_view_time_days_ago=-1
| eval last_view_time_days_ago_pretty=""no views in last 30 days""
| join type=outer title app
    [ search index=""_internal"" sourcetype=splunk_web_access GET app earliest=-30d@d
    | rex ""GET /[^/]+/app/(?<app>[^/ ?]+)/(?<title>[^\/\?\s]+)""
    | search app=* AND title=* AND user=* AND user!=""-""
    | stats latest(_time) AS last_view_time latest(user) AS last_user by app, title
    | eval last_view_time_days_ago=round(abs(now()-last_view_time),0)
    | eval last_view_time_days_ago_pretty=tostring(last_view_time_days_ago, ""duration"")
    | convert ctime(last_view_time)]
| where last_view_time_days_ago > (60*60*24*21) OR last_view_time_days_ago=-1",0
"SPL-373","Review alerts that are not returning results to ensure no results is the expected/desired outcome","alerts,audit,rest","Scheduled_Jobs","Review alerts that are not returning results to ensure ""no results"" is the expected/desired outcome.","| rest splunk_server=local /servicesNS/-/-/saved/searches
| where is_scheduled=1 AND disabled=0
| stats values(splunk_server) by title, eai:acl.owner, eai:acl.app, cron_schedule
| join type=outer title
    [ search index=_internal sourcetype=scheduler result_count earliest=-30d@d
    | extract pairdelim="","", kvdelim=""="", auto=f
    | stats avg(result_count) min(result_count) max(result_count), sparkline(avg(result_count)) AS sparkline avg(run_time) by savedsearch_name
    | rename savedsearch_name AS title]
| makemv delim="","" setsv=true sparkline
| where 'max(result_count)' = 0
| sort - avg(run_time)
| search title!=""Missing Data*"" (eai:acl.app=search OR eai:acl.app=CDC-*)",0
